IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
@ction telecom;CTIO;45181786000039;Agen;LIEU DIT LA TUQUE   47240 CASTELCULIER   ;0;09/11/2018 00:00
+2 COM;2COM;51022470200017;Paris; 49 RUE DE PONTHIEU  75008 PARIS   ;0;10/01/2018 00:00
118 218 Le numéro;LNUM;47834308000063;Paris; 25 RUE DE LA CLEF  75005 PARIS   ;1;09/11/2004 00:00
118000;TLGT;45346537900056;Paris; 137 BOULEVARD DE SEBASTOPOL  75002 PARIS   ;1;15/07/2004 00:00
17-Numerique;17N;49510596700022;La Rochelle; ZONE INDUSTRIELLE DES QUATRE CHEVALIER  17180 PERIGNY   ;1;18/04/2007 00:00
1focom;1FCM;84004010900018;Créteil; 5 AVENUE DU GENERAL DE GAULLE  94160 SAINT MANDE   ;0;05/04/2022 00:00
2 F IMAGE;2FIM;40156309300046;DIJON; 4 ALLEE DU FOUR BANAL  21121 HAUTEVILLE-LES-DIJON   ;0;21/06/2013 00:00
2C communication;2CIO;84374602500017;Paris; 128 RUE DE LA BOETIE  75008 PARIS   ;1;06/12/2018 00:00
440HZ;440H;79013939800016;PARIS; 21 RUE JEAN MERMOZ  75008 PARIS   ;1;15/01/2013 00:00
4call;4CLL;883972978;Aubenas; 277 ROUTE DE BANNE  07460 SAINT PAUL LE JEUNE   ;1;21/06/2020 00:00
512IT;512T;88241230700010;Avignon; 652 CHEMIN DE LA PEYRIERE  84120 PERTUIS   ;0;30/03/2020 00:00
6 COM;6COM;44025631100042;Bobigny; 78/80 RUE DU DOCTEUR BAUER  93400 SAINT OUEN   ;1;10/11/2004 00:00
8x8 UK Limited;VOIC; ;05083841 Register of companies for England and Wales;OXFORD HOUSE, BELL BUSINESS PARK SMEATON CLOSE, AYLESBURY  HP198JR BUCKINGHAMSHIRE   ROYAUME-UNI;1;07/06/2016 00:00
A.B solutions;ABNS;83786533600015;Paris; 26 TER RUE NICOLAI  75012 PARIS   ;0;07/10/2018 00:00
A.J. Phone;AJPH;41952370900048;Rouen;Z.A. LES PORTES DE L OUEST 9 RUE PIERRE GASSENDI  76150 LA VAUPALIERE   ;0;01/10/2014 00:00
A.M.I Audit management intégration;AMIA;84392561100017;Versailles; 41 BOULEVARD VAUBAN  78280 GUYANCOURT   ;0;20/12/2019 00:00
A.S.T.R.;ASTT;50431049100064;Le Mans; 152 ETIENNE FALCONET  72100 LE MANS   ;0;30/03/2023 00:00
A2S Opérateur;A2SO;91001223600014;Nîmes; 42 ROUTE DE NIMES  30420 CALVISSON   ;0;16/02/2022 00:00
A6telecom France;A6TE;50299024500032;Marseille;LES DOCKS ATRIUM 10.1 10 PLACE DE LA JOLIETTE  13002 MARSEILLE   ;1;30/10/2015 00:00
A6tmoi;A6TM;92178967300016;PARIS; 6 RUE JADIN  75017 PARIS   ;0;24/03/2023 00:00
Aamset;AAMS;44339961300043;PARIS; 05 RUE AMBROISE THOMAS  75009 PARIS   ;0;19/07/2023 00:00
AB plus;ABPL;40822120800023;Nanterre; 183 AVENUE ACHILLE PERETTI  92200 NEUILLY SUR SEINE   ;1;16/02/2012 00:00
Aba electronique;ABAE;34365787000014;Evry; 52 CHEMIN DES SABLONS  91360 EPINAY SUR ORGE   ;0;25/07/2022 00:00
Abaclouda;ABCL;91858510000012;Paris; 46 BOULEVARD DE LA BASTILLE  75012 PARIS   ;1;26/08/2022 00:00
ABC Telecoms;ABCT;50500249300045;Evreux; 50 RUE DU BOUT DES JARDINS  27100 LE VAUDREUIL   ;0;29/01/2018 00:00
ABEILLE;ABEI;41804830200040;Clermont Ferrand; 5 AVENUE MARECHAL LECLERC  63800 COURNON D AUVERGNE   ;0;15/06/2011 00:00
ABH telecom;ABHT;81445031800021;Paris; 41 BOULEVARD DES CAPUCINES  75002 PARIS   ;1;26/11/2020 00:00
Ablogix;ABGX;49458639900011;LE MANS;LIEU DIT BELLA VISTA 2830 ROUTE DE PREVELLES  72110 SAINT CELERIN   ;0;11/09/2015 00:00
AB-secure;ABSC;81328078100010;VIENNE ; 135 AVENUE DES CEDRES  38280 VILLETTE D ATNHON   ;0;21/10/2021 00:00
Absys;ABSS;39809793100032;Béziers;ZAC DE MERCORENT 229 RUE ALPHONSE BEAU DE ROCHAS  34500 BEZIERS   ;0;28/12/2022 00:00
AC Conseil;ACIL;49757884900018;PARIS; 1 RUE JEAN MOREAS  75017 PARIS   ;0;03/07/2013 00:00
Access'operateur;ACOP;87833915900013;BORDEAUX;CENTRE SAPHIR 75 PASSAGE DU PARC  33240 SAINT ANDRE DE CUBZAC   ;0;07/11/2019 00:00
Ace immovation;ACIM;83280468600018;Bordeaux; 2 QUAI SAINTE-CROIX  33800 BORDEAUX   ;0;10/12/2017 00:00
ACN COMMUNICATIONS FRANCE;ACNC;45136488900035;Paris;PARIS LA DEFENSE - TOUR EGEE 9/11 ALLEE DE L'ARCHE  92671 COURBEVOIE  CEDEX ;1;10/03/2006 00:00
Acor telecoms Ouest;ACTO;75198322200025;Nantes;IMMEUBLE ASTURIA C 4 RUE EDITH PIAF  44800 SAINT-HERBLAIN   ;0;27/03/2017 00:00
Acrib;ACRI;84396028700012;Bordeaux; 68B AVENUE JEAN JAURES  33150 CENON   ;0;11/04/2019 00:00
ACRT;ACRT;41996162800031;Villefranche-Tarare; 103 RUE RONSARD  69400 VILLEFRANCHE-SUR-SAONE   ;0;18/07/2018 00:00
Act service;ACTS;33190075300038;La Rochelle;LES MINIMES 18 RUE DE LA BONETTE  17000 LA ROCHELLE   ;0;25/10/2018 00:00
ACTEA TELECOM;ACTE;50035520100012;Marseille;PARC D ACTIVITE DE NAPOLLON 230 AVENUE DE PASSE TEMPS  13400 AUBAGNE   ;0;24/09/2009 00:00
ACTI PHONE SERVICE;APSE;42163227400039;LYON; 43 RUE MARYSE BASTIE  69008 LYON   ;0;08/06/2012 00:00
Activatel;ACVA;48840137300011;Paris; 149 AVENUE DU MAINE  75014 PARIS   ;0;24/03/2017 00:00
Activatel SA;ACVL; ;CH-170.3.040.096-2; GRIENBACHSTRASSE 11  6300 ZUG   SUISSE;1;06/10/2022 00:00
Activo TI S.L.;ACVO; ;ES B64638364;4 IZQ 171 PASEO DE LA CASTELLANA  28046 MADRID   ESPAGNE;0;06/09/2021 00:00
Actuel buro;ACBU;30759432500101;Pau;ZI DE SOARNS 87 AVENUE PIERRE MENDES-FRANCE  64304 ORTHEZ  CEDEX ;0;09/10/2019 00:00
Actum;ATUM;51221681300026;Nantes; 84 RUE JEAN JAURES  44400 REZE   ;0;09/04/2014 00:00
Aculab PLC;ACUL; ;1397386 registered in Kingdom-United;MOUNT FARM 2 BRAMLEY ROAD  MK1 1PT MILTON KEYNES BUCKS  ROYAUME-UNI;0;15/02/2023 00:00
Adartec 4I;AD4I;53299936400021;Le Mans; 8 RUE DE LA BOULE D OR  72800 LE LUDE   ;0;10/11/2020 00:00
ADB Business solutions;ADBB;95154209100016;Paris ; 60 RUE FRANCOIS 1ER  75008 PARIS   ;0;25/06/2023 00:00
Addix;ADDX;91439496000019;La Roche sur Yon; 66 RUE BONNE FONTAINE  85300 CHALLANS   ;0;14/10/2022 00:00
Add-on consulting;ADON;42421896400064;Pontoise; 2 RUE DE ROUEN  95450 VIGNY   ;1;14/06/2011 00:00
Add-on multimedia;ADDO;39418037600052;orleans; 5 PLACE DU MAUPAS  45130 MEUNG SUR LOIRE   ;1;04/08/2008 00:00
Adenis;ADIS;42226607200038;Paris; 163 AVENUE GALLIENI  93170 BAGNOLET   ;1;30/08/2011 00:00
Adenis Rhône Alpes;ADRA;75133339400037;Cannes;RESIDENCE CANNES 2000 29 BOULEVARD DE LA FERRAGE  06400 CANNES   ;0;27/01/2022 00:00
Adista;RMII;32315971500305;Nancy;ZAC SAINT-JACQUES 9 RUE BLAISE PASCAL  54320 MAXEVILLE   ;1;19/07/2004 00:00
Adista Fingerprint;FING;43288966500019;Romans;ZI 5 RUE JEAN CHARCOT  26100 ROMANS SUR ISERE   ;1;23/09/2011 00:00
ADMI Agence de maintenance informatique;ADMI;40485745000021;LE HAVRE; AVENUE DU CAMP DOLENT  76700 GONFREVILLE-L'ORCHER   ;0;27/09/2013 00:00
Adour bureau;ADOU;09658072500016;Pau; 106 BOULEVARD TOURASSE  64000 PAU   ;0;08/03/2019 00:00
ADTIM;ADTI;50738789200023;Romans;ALIXAN 5 AVENUE DE LA GARE BP 10385 26958 VALENCE  CEDEX 9 ;0;05/08/2008 00:00
Adtim FTTH;ADTH;82457786000011;Romans; 42 AVENUE DES LANGORIES  26000 VALENCE   ;0;13/06/2017 00:00
Adverline;ADLI;42872326600048;Paris; 5 RUE DE LA TERRASSE  75017 PARIS   ;0;05/02/2018 00:00
Adversus AS;ADVR; ;DK37831247; 2D KARUPVEJ - 3  8000 AARHUS   DANEMARK;0;08/08/2022 00:00
Aeon converged voice and data Limited;AEON; ;07000953 registered in England;ASHTON ROAD 3 REDWING COURT  RM3 8QQ ROMFORD   ROYAUME-UNI;0;22/09/2022 00:00
Aera telecom;AERA;75339910400011;Paris; 320 RUE SAINT HONORE  75001 PARIS   ;1;12/10/2015 00:00
Aerlink;AERL;81384791000011;Saint-Nazaire; 2 CHEMIN DU PETIT QUARTIER  44320 FROSSAY   ;0;04/04/2016 00:00
AF Cloud;AFCD;89065910500013;Lille; 6 RUE GUSTAVE DELORY  59800 LILLE   ;0;19/06/2023 00:00
AF telecoms;AFTE;79357994700029;Caen;ZAC DES CAPUCINES RUE DE L'ARTISANAT  14860 RANVILLE   ;0;13/10/2017 00:00
Affiliate network solution;AFNS; ;204385780 Plovdiv ; BUL. DRAGAN TSANKOV 31A, AP.1  1113 SOFIA   BULGARIE;1;13/12/2018 00:00
Afone participations;AFON;41106873700153;Angers; 11 PLACE FRANCOIS MITTERRAND CS 11024 49055 ANGERS  CEDEX 02 ;1;17/11/2004 00:00
Agence d'électronique;AGCE;49883644400048;Limoges ;RESIDENCE LA FONTAINE 96 AVENUE EMILE LABUSSIERE  87100 LIMOGES   ;0;06/03/2019 00:00
Agence des communications mobiles opérationnelles de sécurité et de secours;ACMO; ;(en cours);TOUR LIBERTY 17 PLACE DES REFLETS  92400 COURBEVOIE   ;1;20/01/2023 00:00
Agence premium;MPIC;51932208500035;CRÉTEIL; 13 RUE CHEVREUL  94700 MAISONS-ALFORT   ;0;13/05/2014 00:00
Agglo La Rochelle THD;ALRT;84419879600022;Paris; 124 BOULEVARD DE VERDUN  92400 COURBEVOIE   ;0;28/12/2018 00:00
Agitys;AGTS;85376916400015;Blois; 6 RUE DU PUITS  41330 MAROLLES   ;0;28/09/2023 00:00
Agoratel;AGOR;52917781800026;VERSAILLES; 2 RUE GEORGE SAND  78112 FOURQUEUX   ;0;20/09/2018 00:00
AHFY;AHFY;81304422900033;Vienne; 110 K ROUTE NATIONALE 75  38490 CHARANCIEU   ;0;20/09/2023 00:00
Ai2s;AI2S;44761879400054;Paris; 14 RUE CHARLES V  75004 PARIS   ;0;21/04/2022 00:00
AIC Telecoms;AICT;75261665600019;PARIS; 55 BOULEVARD PEREIRE  75017 PARIS   ;1;06/11/2012 00:00
Aidicom;ADCO;41178425900045;Blois;ZI DES PLANTES 8 RUE LOUIS PASTEUR  41140 NOYERS SUR CHER   ;0;07/09/2022 00:00
Airbus defence and space SAS;ASSA;39334151600093;Toulouse;ZI DU PALAYS 31 RUE DES COSMONAUTES  31042 TOULOUSE  CEDEX 4 ;1;22/02/2010 00:00
Airbus operation;AOPE;42091691800048;Toulouse; 316 ROUTE DE BAYONNE  31060 TOULOUSE  CEDEX 9 ;1;04/01/2023 00:00
Aircall;AIRC;80743759500034;Paris; 11-15 RUE SAINT GEORGES  75009 PARIS   ;1;26/02/2019 00:00
Airmob;AIRM;82306470400013;Toulouse; 1 RUE DES PENITENTS BLANCS BP 71028 31010 TOULOUSE  CEDEX 6 ;1;17/10/2016 00:00
Airmob Infra Full;AIFL;89119642000014;Toulouse; 29 RUE PIERRE PAUL RIQUET  31000 TOULOUSE   ;1;24/11/2020 00:00
Airmont mobile communication services;AMCS;82438789800011;Pontoise;BATIMENT C 12-14 AVENUE LOUIS ARMAND  95120 ERMONT   ;0;11/01/2017 00:00
Airnity;AIRN;89339582200016;Cannes;VILLA HADALAUR 751 CHEMIN DE PIGRANEL  06250 MOUGINS   ;1;28/01/2021 00:00
Aisne THD;AISN;81258391200017;Versailles; 19 RUE STEPHENSON  78180 MONTIGNY LE BRETONNEUX   ;0;15/10/2015 00:00
Ait;AITA;83886726500012;Paris;IMMEUBLE ARTOIS 11 RUE DE CAMBRAI CS 90042 75947 PARIS  19 ;0;30/08/2019 00:00
AJ telecom;AJTE;48137017900030;Douai; 379 RUE DE L ELPRET  59870 MARCHIENNES   ;0;26/12/2017 00:00
Akinea internet;AKIN;43245471800029;Versailles; 5 RUE DU CHANT DES OISEAUX  78360 MONTESSON   ;1;24/08/2007 00:00
Akio;AKIO;42100170200024;Paris; 43 RUE DE DUNKERQUE  75010 PARIS   ;0;18/05/2017 00:00
Aksys network;AKSY;53321465600019;Angers;SAINT-SYLVAIN-D ANJOU 1 ZONE DU BON PUITS  49480 VERRIERES-EN-ANJOU   ;0;06/06/2018 00:00
Alcacom;ALCC;92251152200018;Nanterre; 47 RUE DE BITCHE  92400 COURBEVOIE   ;1;27/12/2022 00:00
ALCATRAZ INFORMATION SECURITY;ALCA;48339527300020;Lyon;LEADER S PARK 3 CHEMIN DES CYTISES  69340 FRANCHEVILLE   ;0;04/07/2011 00:00
Ale international;AINT;60203318500144;Nanterre; 32 AVENUE KLEBER  92700 COLOMBES   ;0;29/06/2017 00:00
Alekso;ALEK;84236287300015;Nanterre; 1 RUE JOSEPH LAHUEC  92350 LE PLESSIS-ROBINSON   ;0;11/01/2019 00:00
ALERTIM;ATIM;39181250000059;EVREUX; 46 RUE DE LA VALLEE  27200 VERNON   ;0;19/04/2013 00:00
ALFA.SAFETY;ALFA;40510058700048;Nantes;PASSAGE DROUARD - BAT. 7 4 RUE DES OLIVETTES  44000 NANTES   ;0;26/10/2010 00:00
Alfun;ALFN;78980002600047;Nanterre; 73 RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET   ;0;22/03/2023 00:00
Alkivi;ALKI;79367784000035;Lille Métropole;3EME ETAGE 5 AVENUE LOUISE  59110 LA MADELEINE   ;1;19/02/2020 00:00
All call;ALLC;81757363700011;Nice;LE FRONT DE MER - ENTREE C 1 AVENUE DU DOCTEUR ROUX  06200 NICE   ;1;07/07/2016 00:00
Alliance informatique;ALUE;50245365700038;Strasbourg;AEROPARC 3 15 RUE DU CORDONNIER  67960 ENTZHEIM   ;0;17/12/2015 00:00
Alliance Très Haut Débit;AXTD;52919399700036;Rodez;ZA BEL AIR 13 AVENUE DU CAUSSE  12000 ONET-LE-CHATEAU   ;0;08/03/2018 00:00
Alliantel;ALEL;51274300600011;Paris; 31 RUE DE CONSTANTINOPLE  75008 PARIS   ;0;01/06/2017 00:00
Alnilam;ALNI;51821369900011;Paris; 91 RUE DU FAUBOURG SAINT HONORE  75008 PARIS   ;1;22/12/2009 00:00
Alpes connect;ALCT;81975396300027;Grasse;SOPHIA-ANTIPOLIS 291 RUE ALBERT CAQUOT  06560 VALBONNE   ;0;03/08/2020 00:00
Alpes networks;ASKS;88832595800013;Annecy; 17 RUE MIRA  74650 CHAVANOD   ;1;28/08/2020 00:00
ALPHA SYSTEM;ALSY;34275732500051;Orléans; 20 BOULEVARD JEAN JAURES  45000 ORLEANS   ;0;08/02/2010 00:00
Alphalink;ALPL;42364568800072;Saint-Nazaire;LE BOISMAIN ZAC DU VAL SAINT MARTIN ROUTE DE CHAUVE  44210 PORNIC   ;1;10/11/2005 00:00
Alsatis;R012;47985823500035;Toulouse;ZAC PARC BASSO CAMBO 11 RUE MICHEL LABROUSSE  31100 TOULOUSE   ;1;23/12/2004 00:00
Alsyone;ALSN;49841817700016;QUIMPER; PENHORS  29720 TREOGAT   ;0;16/05/2018 00:00
ALTER TELECOM;ALTE;47932151500039;Versailles; 5 RUE DU CHANT DES OISEAUX  78360 MONTESSON   ;1;10/07/2006 00:00
Alternatiq;ALIQ;49021042400019;Saverne; 25C RUE PRINCIPALE  67710 WANGENBOURG-ENGENTHAL   ;0;03/07/2017 00:00
Altervoice;ATVO;52084140400012;Rennes;ROUTE NATIONALE-LES CORMIERS-ESPACE EN   35650 LE RHEU   ;0;13/12/2019 00:00
Altitude fibre 21;AF21;83150003800011;Evreux; 9200 VOIE DES CLOUETS  27100 VAL-DE-REUIL   ;0;14/08/2019 00:00
Altitude Fibre 39;AF39;82289318600020;Evreux; 2247 VOIE DE L'OREE  27100 VAL-DE-REUIL   ;0;24/02/2021 00:00
Altitude fibre 40;AF40;84517060400019;Evreux; 9200 VOIE DES CLOUETS  27100 VAL-DE-REUIL   ;0;17/09/2019 00:00
Altitude infra Calvados;DSP1;53858144800015;Lisieux; 1-8 RUE AUGUSTE DECAENS  14800 DEAUVILLE   ;0;11/01/2012 00:00
Altitude Infra Coeur Côte Fleurie;TUTO;52751208100029;Lisieux; 1-8 RUE AUGUSTE DECAENS  14800 DEAUVILLE   ;0;27/10/2010 00:00
Altitude infra Grand Nancy;TTNY;49871019300034;Nancy; 2 RUE DE LA DOUANE  54000 NANCY   ;0;23/08/2007 00:00
Altitude infra Somme;TUD6;80789760800038;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;16/01/2015 00:00
Altitude infrastructure;CPOD;40311266700114; ; 2247 VOIE DE L'OREE  27100 VAL DE REUIL   ;1;21/11/2005 00:00
Altitude infrastructure exploitation;AIEX;50966205200166;Nanterre;TOUR ARIANE 5 PLACE DE LA PYRAMIDE  92088 PARIS LA DEFENSE  CEDEX ;1;21/10/2010 00:00
Altup conseil;ALTU;80389346000011;Lyon; 13 COURS DE VERDUN-GENSOUL  69002 LYON   ;0;22/03/2018 00:00
Always on;LEON;50311166800037;PARIS; 35 RUE DES JEUNEURS  75002 PARIS   ;1;29/04/2008 00:00
AM trust;AMTR;40272305000207;Nanterre; 12-16 RUE SARAH BERNHARDT  92600 ASNIERES-SUR-SEINE   ;0;03/04/2019 00:00
Amazon Kuiper France;AKFR;90537631500016;Nanterre; 67 BOULEVARD DU GENERAL LECLERC  92110 CLICHY   ;0;15/12/2022 00:00
Amazon Kuiper Services Europe sarl;AKSE; ;B269908 Luxembourg;AMAZON LUX18 38 AVENUE JF KENNEDY  1855 LUXEMBOURG   LUXEMBOURG;0;15/12/2022 00:00
Ambition consulting et services;ACSE;51447557300036;Bourg-en-Bresse; 146 RUE DE CORNU  01600 REYRIEUX   ;0;29/05/2020 00:00
AMCS LLC;AWSS; ;5983418 Delaware USA; LITTLE FALLS DRIVE 251  19808 WILMINGTON DELAWARE  ETATS-UNIS;1;03/05/2021 00:00
Amedia solutions;AMSO;44071818700022;Brive-la-Gaillarde; 15 RUE DE FELETZ  19100 BRIVE-LA-GAILLARDE   ;1;27/10/2016 00:00
Amigest IT;AMIT;88051991300011;Lyon; 169 AVENUE CHARLES DE GAULLE  69160 TASSIN-LA-DEMI-LUNE   ;0;07/10/2020 00:00
Amix informatique;AMIX;41005958800013;Le Mans; 24 RUE GAMBETTA  72300 SABLE-SUR-SARTHE   ;0;09/03/2018 00:00
Amplement;AMPL;52033020000046;Nanterre; 26 RUE D'ORADOUR-SUR-GLANE  75015 PARIS   ;0;24/03/2020 00:00
Ancelade;ANCD;91849520100017;Paris; 128 RUE LA BOETIE  75008 PARIS   ;0;08/12/2022 00:00
Angelinks;ANGK;89451772100011;Lyon; 2507 AVENUE DE L'EUROPE  69140 RILLIEUX-LA-PAPE   ;0;11/05/2021 00:00
Anjou fibre;ANFI;83778094900017;Angers; 25 RUE LENEPVNEU  49100 ANGERS   ;0;09/03/2018 00:00
Annatel telecom;ANEL;80218195800017;Paris; 4 RUE DU DAHOMEY  75011 PARIS   ;1;28/10/2014 00:00
Antares technologie;ANIE;75308145400039;Nanterre; 10 RUE DE L ASPIRANT D ARGENT  92300 LEVALLOIS-PERRET   ;0;08/02/2017 00:00
Anthea informatique;ANTH;81871254900026;Tarbes; 19 RUE DU TOURMALET  65420 IBOS   ;0;15/09/2021 00:00
Any link;ANYL;92003968200017;La Rochelle; 2 RUE DE CHAMBORD  17180 PERIGNY   ;0;13/04/2023 00:00
Aowoa;AOWO;79041249800012;Toulon;ESPACE GALAXIE C 526 AV. MARECHAL DE LATTRE DE TASSIGNY  83000 TOULON   ;1;03/07/2017 00:00
APB-multimedia SAS;APBM;79081064200013;Tours; 4 RUE DU NOUVEAU CALVAIRE  37100 TOURS   ;0;18/03/2019 00:00
APE télécom;APET;83280283900023;Lyon; 65 RUE DU PESAGE  69140 RILLIEUX-LA-PAPE   ;0;08/11/2017 00:00
Apinet;APNT;85121946900018;La Roche-sur-Yon; 11 TER RUE DE LA METAIRIE  85500 LES HERBIERS   ;0;12/06/2019 00:00
Appel telecom;APPE;80384558500014;Toulouse; 41 RUE DE LA DECOUVERTE CS 37621 31676 LABEGE   ;1;11/12/2014 00:00
Appius;APPI;39069206900029;Lille Métropole;LES TERRASSES DU PONT NEUF 58 AVENUE DU PEUPLE BELGE  59000 LILLE   ;0;28/10/2019 00:00
Appliwave;APWA;52422715400068;Paris; 3 RUE DES VIEILLES VIGNES  77183 CROISSY-BEAUBOURG   ;1;17/07/2014 00:00
ARA Informatique;ARAI;84149275400012;Aubenas;CS30029 14 AVENUE DE L'EUROPE CS30029 07102 ANNONAY  CEDEX ;0;06/08/2018 00:00
Ara telecom;ARAT;48344600100032;Mulhouse; 1 AVENUE PIERRE PFLIMLIN  68390 SAUSHEIM   ;0;28/11/2014 00:00
Aragon télécom;ARAG;50851958400017;Paris; 10 RUE DE PENTHIEVRE  75008 PARIS   ;1;28/10/2008 00:00
Aramis SI;ARAM;47934157000030;Evry;BOULEVARD DES COQUIBUS 17/19 IMPASSE ALEXIS TRINQUET  91000 EVRY   ;0;05/10/2015 00:00
Aramys;ARYS;44799740400044;Pontoise; 63 RUE ELIE GRUYELLE  62110 HENIN-BEAUMONT   ;0;22/08/2019 00:00
Arantel;ARAN;43997259700033;Nantes;PARC D ACTIVITES DE LA FORET 24 RUE DE LA COMMUNAUTE  44140 LE BIGNON   ;0;26/05/2017 00:00
Arelion France;TEIA;42120479300069;FR 47 421 204 793; 28 RUE DE BERRI  75008 PARIS   ;0;20/07/1999 00:00
ARGR 2;FIOP;84390377400019;Coutances; 35 RUE DOCTEUR FAUVEL  50200 COUTANCES   ;0;10/06/2021 00:00
Ariège Très Haut Débit;ARTD;81738958800028;Foix; 7 TER AVENUE DE FERRIERES  09000 FOIX   ;0;26/02/2018 00:00
Arios telecom;ARIO;79322667100014;La Roche-sur-Yon; 12 RUE HERVE DE MAREUIL  85320 MAREUIL-SUR-LAY-DISSAIS   ;0;28/09/2017 00:00
ARS Administration réseaux et systèmes;ADRS;48077941200034;Aix-en-Provence; 1455 CHEMIN DE SAUVECANNE  13320 BOUC BEL AIR   ;0;22/06/2021 00:00
Artecka - informatique & telecom;ARTK;85360160700015;Bayonne; 57 AVENUE DU MARECHAL JUIN  64200 BIARRITZ   ;0;11/09/2019 00:00
Artefact;ARTF;44411093600028;Brive;ARTECHNOPOLE 3 RUE DES FRÈRES GONCOURT  19100 BRIVE LA GAILLARDE   ;1;06/12/2006 00:00
Artelcom ;ATLM;38196439400054;Créteil;EUROPARC 3 ALLEE DES CERISIERS  94000 CRETEIL   ;1;06/09/2019 00:00
Asap network;ASAP;53746848000018;Avignon;ESPACE MOMAN 65 CHEMIN DE CAPEAU  84270 VEDENE   ;0;05/08/2015 00:00
ASII Telecom;ASII;75234363200010;PARIS; 14 AVENUE D'EYLAU  75116 PARIS   ;0;06/06/2013 00:00
Aspserveur;ASPS;45177725400033;MARSEILLE;ZAC ATHELIA III - 785 VOIE ANTIOPE   13600 LA CIOTAT   ;0;23/11/2012 00:00
Assistance service informatique et telecom;ASIT;49765187700035;Bourges;ESPLANADE DE L AEROPORT 3B RUE DIDIER DAURAT  18000 BOURGES   ;0;13/11/2017 00:00
Assutech;ASSU;80889190700012;Versailles ; 21 BOULEVARD LITTRE  78600 LE MESNIL-LE-ROI   ;0;19/07/2017 00:00
Astec informatique;ASTE;48471834100015;Sens; 4 PLACE DE LA REPUBLIQUE  89500 VILLENEUVE SUR YONNE   ;0;17/03/2015 00:00
Asterian;ASTN;91841646200011;Nanterre;TOUR ARIANE 5 PLACE DE LA PYRAMIDE  92800 PUTEAUX   ;0;15/02/2023 00:00
Astorya SGI solution globale informatique;ASTO;52362580400027;Nantes; 9 RUE DU PETIT CHATELIER  44300 NANTES   ;0;05/01/2017 00:00
AT&T global network services France SAS;ATTG;42239927900161;NANTERRE;TOUR ALTO 1 PLACE ZAHA HADID  92400 COURBEVOIE   ;1;12/01/2005 00:00
Atelsys;ATSS;42947046100014;Dijon; 25B RUE DU PROFESSEUR LOUIS NEEL  21600 LONGVIC   ;0;20/05/2020 00:00
aTgT;ATGT;81252421300012;Paris; 148 RUE DE L UNIVERSITE  75007 PARIS   ;0;27/11/2019 00:00
Atheo ingenierie;ATHE;79515188500030;Strasbourg; 13 RUE HANNAH ARENDT  67200 STRASBOURG   ;0;05/06/2019 00:00
Atlasinvest OU;ATST; ;14763523 Registre du commerce du comté de Tartu (Estonie);HARJU MAAKOND KUUSALU VALD - PUDISOO KÜLA  74626 MÄNNIMÄE   ESTONIE;1;17/07/2020 00:00
atms Telefon- & Marketing Services GmbH;ATMA; ;ATU51308400; LEONARD-BERNSTEIN-STR. 10  A-1220 VIENNE   AUTRICHE;0;26/09/2018 00:00
Atos Belgium NV;ATBL; ;Reg. du commerce belge sous n° 0401.848.135; DA VINCILAAN 5  1930 ZAVENTEM   BELGIQUE;0;10/11/2021 00:00
Atos France sas;ATFR;40802471900572;Cergy; 80 QUAI VOLTAIRE  95870 BEZONS   ;0;01/02/2022 00:00
ATS operateur;ATSO;79785516000017;STRASBOURG; 19A RUE ICARE  67960 ENTZHEIM   ;0;02/01/2022 00:00
Auditelecom;AUOM;81497701300014;LE MANS; 26 BOULEVARD PIERRE LEFAUCHEUX  72100 LE MANS   ;0;21/09/2018 00:00
Auranext;EMOD;45082687000021;NANTERRE; 202 QUAI DE CLICHY  92110 CLICHY   ;1;04/07/2016 00:00
AUVERGNE TRES HAUT DEBIT;ATHD;52919305400010;PARIS; 32 RUE DU CLOS NOTRE DAME  63100 CLERMONT FERRAND   ;0;24/07/2013 00:00
AVANTI TELECOM;AVAN;45173990800023;NANTES;LA CHANTRERIE 9 RUE ALFRED KASTLER  44307 NANTES  CEDEX 03 ;0;21/03/2012 00:00
AVELIA;AVEL;45142674600025;PARIS; 20 RUE LAUGIER  75017 PARIS   ;0;25/07/2012 00:00
Avizeo telecom;AVZE;52462698300018;Aix-en-Provence; 43 AVENUE MAL DE LATTRE DE TASSIGNY  13090 AIX EN PROVENCE   ;0;20/09/2021 00:00
AVM Informatique;AVMI;32741194800034;LYON;IMMEUBLE LE RIVER SIDE 45 AVENUE LECLERC  69007 LYON   ;1;19/06/2013 00:00
Avoxi, inc.;AVXI; ;"UBI 	604759666 Washington, USA";SUITE 1040 300 GALLERIA PARKWAY  GA 30339 ATLANTA GEORGIA  ETATS-UNIS;1;12/07/2023 00:00
Axalone France;AXAL;44188427700043;441 884 277 RCS Evry;IMMEUBLE LE CEYLAN - 1ER ETG 6 ALLÉE DE LONDRES  91140 VILLEJUST   ;1;24/02/2012 00:00
